# nruns = 10
# regions = True
# lr = 0.01
# rmsize = 1000
# steps = 50
# playouts = 100
# train_size = 100
# epochs = 20
# batch_size = 5
n,epsilon,loss,eval_reach,eval_crash
3,0.7479591836734694,2968.7597633361815,204,308
3,0.7295918367346939,2936.243449020386,114,398
3,0.7112244897959183,4013.5986671447754,169,343
3,0.6928571428571428,5754.209664916993,56,456
3,0.6744897959183673,3092.643273925781,237,275
3,0.6561224489795918,1457.5254570007323,190,322
3,0.6377551020408163,1865.5137725830077,200,312
3,0.6193877551020408,2544.8846420288087,224,288
3,0.6010204081632653,4262.422882080078,208,304
3,0.5826530612244898,987.8139610290527,212,300
3,0.5642857142857143,989.5750316619873,218,294
3,0.5459183673469388,1840.4152835845948,152,360
3,0.5275510204081633,918.6631191253662,154,358
3,0.5091836734693878,1405.068310546875,286,226
3,0.49081632653061225,939.3862972259521,283,229
3,0.47244897959183674,477.1490161895752,320,192
3,0.45408163265306123,506.9153806686401,267,245
3,0.4357142857142857,738.686185836792,260,252
3,0.4173469387755102,1330.4532722473145,312,200
3,0.3989795918367347,491.3851963043213,360,152
3,0.3806122448979592,1646.2474033355713,350,162
3,0.3622448979591837,394.17667922973635,283,229
3,0.3438775510204082,550.9024505615234,246,266
3,0.32551020408163267,537.4068904876709,295,217
3,0.30714285714285716,697.9563968658447,264,248
3,0.28877551020408165,616.3804943084717,322,190
3,0.27040816326530615,270.70213079452515,360,152
3,0.25204081632653064,303.79197654724123,345,167
3,0.23367346938775513,470.722318148613,363,149
3,0.21530612244897962,394.33109188079834,362,150
3,0.1969387755102041,528.1253408432007,363,149
3,0.1785714285714286,433.87258977890014,326,186
3,0.1602040816326531,281.5630585432053,339,173
3,0.1418367346938776,500.3448173522949,341,171
3,0.12346938775510208,217.81222095489503,340,172
3,0.10510204081632657,188.7239785194397,335,177
3,0.08673469387755106,424.9965549945831,336,176
3,0.06836734693877555,156.77963905334474,315,197
3,0.05,93.85496912002563,324,188
4,0.95,58.26007081866264,0,512
4,0.9316326530612244,6660.075088500977,256,256
4,0.9132653061224489,7315.140826416015,256,256
4,0.8948979591836734,4689.625283813477,132,380
4,0.8765306122448979,5074.391654968262,256,256
4,0.8581632653061224,8656.229586791993,260,252
4,0.8397959183673469,5244.45182800293,304,208
4,0.8214285714285714,1657.3892220497132,210,302
4,0.8030612244897959,1768.8430213928223,240,272
4,0.7846938775510204,2181.3099731445313,292,220
4,0.7663265306122449,3170.7487548828126,296,216
4,0.7479591836734694,2259.0892120361327,292,220
4,0.7295918367346939,1288.0852111816407,203,309
4,0.7112244897959183,1581.4821083068848,277,235
4,0.6928571428571428,899.9185316085816,226,286
4,0.6744897959183673,630.1630390167236,270,242
4,0.6561224489795918,1555.6521366119384,292,220
4,0.6377551020408163,913.9579359054566,269,243
4,0.6193877551020408,1270.9972377777099,271,241
4,0.6010204081632653,1150.5547340393066,310,202
4,0.5826530612244898,956.8812404632569,207,305
4,0.5642857142857143,362.6653685092926,305,207
4,0.5459183673469388,423.0237205505371,318,194
4,0.5275510204081633,364.723455619812,278,234
4,0.5091836734693878,448.9014909744263,356,156
4,0.49081632653061225,1385.076167011261,332,180
4,0.47244897959183674,1021.6263027191162,282,230
4,0.45408163265306123,669.2421557426453,269,243
4,0.4357142857142857,444.9942293167114,254,258
4,0.4173469387755102,919.1356002807618,304,208
4,0.3989795918367347,227.50219650268554,208,304
4,0.3806122448979592,431.48558843135834,247,265
4,0.3622448979591837,213.8680519104004,193,319
4,0.3438775510204082,149.68511028289794,60,452
4,0.32551020408163267,738.5902450561523,199,313
4,0.30714285714285716,177.41612167358397,321,191
4,0.28877551020408165,321.75276165008546,310,202
4,0.27040816326530615,141.12635736465455,344,168
4,0.25204081632653064,205.26615068912506,294,218
4,0.23367346938775513,344.556322479248,334,178
4,0.21530612244897962,91.753466796875,341,171
4,0.1969387755102041,77.33056070804597,331,181
4,0.1785714285714286,48.1049458026886,345,167
4,0.1602040816326531,87.03605427742005,358,154
4,0.1418367346938776,232.5403314113617,339,173
4,0.12346938775510208,115.76603446006774,346,166
4,0.10510204081632657,88.14978046417237,341,171
4,0.08673469387755106,108.1897145986557,343,169
4,0.06836734693877555,98.87444671392441,358,154
4,0.05,131.2012339115143,366,146
5,0.95,37.36586178839207,83,429
5,0.9316326530612244,8683.305041503907,256,256
5,0.9132653061224489,5701.99409790039,0,512
5,0.8948979591836734,8456.183302307129,288,224
5,0.8765306122448979,5630.562644958496,264,248
5,0.8581632653061224,3494.078388977051,136,376
5,0.8397959183673469,5312.723443603516,238,274
5,0.8214285714285714,1948.5083068847657,166,346
5,0.8030612244897959,6524.215312957764,292,220
5,0.7846938775510204,3984.540591430664,271,241
5,0.7663265306122449,3601.9295539855957,292,220
5,0.7479591836734694,1603.3502639770509,173,339
5,0.7295918367346939,2384.7339500427247,289,223
5,0.7112244897959183,2347.159398651123,352,160
5,0.6928571428571428,2452.350099182129,320,192
5,0.6744897959183673,934.0731325149536,318,194
5,0.6561224489795918,942.4174720764161,300,212
5,0.6377551020408163,433.98028736114503,317,195
5,0.6193877551020408,411.0725568771362,330,182
5,0.6010204081632653,384.9655891418457,320,192
5,0.5826530612244898,504.42110710144044,358,154
5,0.5642857142857143,173.24216957092284,315,197
5,0.5459183673469388,153.05163996219636,334,178
5,0.5275510204081633,170.1169677734375,366,146
5,0.5091836734693878,389.75436520576477,366,146
5,0.49081632653061225,153.46375637054444,340,172
5,0.47244897959183674,700.8670757293701,326,186
5,0.45408163265306123,334.79100093841555,338,174
5,0.4357142857142857,356.6481611251831,356,156
5,0.4173469387755102,104.02534384727478,353,159
5,0.3989795918367347,147.33673372268677,364,148
5,0.3806122448979592,113.83086071014404,358,154
5,0.3622448979591837,88.6843080997467,351,161
5,0.3438775510204082,73.44476499557496,363,149
5,0.32551020408163267,74.12550585269928,368,144
5,0.30714285714285716,75.72780117988586,350,162
5,0.28877551020408165,64.85452637672424,352,160
5,0.27040816326530615,111.10488510131836,368,144
5,0.25204081632653064,194.78162479400635,350,162
5,0.23367346938775513,92.71359879970551,310,202
5,0.21530612244897962,112.13053474426269,352,160
5,0.1969387755102041,318.266175699234,360,152
5,0.1785714285714286,66.63739109039307,356,156
5,0.1602040816326531,75.52410141229629,350,162
5,0.1418367346938776,91.86556146144866,354,158
5,0.12346938775510208,64.96395230293274,356,156
5,0.10510204081632657,102.9376582145691,348,164
5,0.08673469387755106,62.9479564666748,289,223
5,0.06836734693877555,82.6881005525589,360,152
5,0.05,94.09779405593872,361,151
6,0.95,26.815598505735398,0,512
6,0.9316326530612244,6148.030177307129,256,256
6,0.9132653061224489,6970.3261444091795,128,384
6,0.8948979591836734,6940.540521240235,138,374
6,0.8765306122448979,6322.67004699707,273,239
6,0.8581632653061224,3261.550616455078,224,288
6,0.8397959183673469,1191.787287902832,252,260
6,0.8214285714285714,8784.22345123291,114,398
6,0.8030612244897959,5540.547958374023,190,322
6,0.7846938775510204,6552.524349975586,334,178
6,0.7663265306122449,3735.169561767578,311,201
6,0.7479591836734694,1946.38214263916,336,176
6,0.7295918367346939,1105.5586435317994,330,182
6,0.7112244897959183,1044.347989654541,284,228
6,0.6928571428571428,1688.1499973297118,240,272
6,0.6744897959183673,1533.6818054199218,248,264
6,0.6561224489795918,863.285099029541,243,269
6,0.6377551020408163,500.36219787597656,223,289
6,0.6193877551020408,1588.2803997039796,85,427
6,0.6010204081632653,1100.2376949310303,156,356
6,0.5826530612244898,1047.0187927246093,235,277
6,0.5642857142857143,1767.4886238098145,238,274
6,0.5459183673469388,2010.9227672576903,242,270
6,0.5275510204081633,747.3893159866333,227,285
6,0.5091836734693878,1747.618814086914,276,236
6,0.49081632653061225,638.8742759704589,258,254
6,0.47244897959183674,288.2617607116699,270,242
6,0.45408163265306123,609.4404111862183,286,226
6,0.4357142857142857,799.0502986907959,269,243
6,0.4173469387755102,200.66115770339965,226,286
6,0.3989795918367347,311.8101383209229,293,219
6,0.3806122448979592,174.28272819519043,302,210
6,0.3622448979591837,279.8393686294556,334,178
6,0.3438775510204082,245.01543197631835,265,247
6,0.32551020408163267,118.95712928771972,282,230
6,0.30714285714285716,289.71650686264036,293,219
6,0.28877551020408165,181.81707315444947,253,259
6,0.27040816326530615,154.47127304077148,308,204
6,0.25204081632653064,91.40500497817993,274,238
6,0.23367346938775513,160.843675327301,260,252
6,0.21530612244897962,302.69687404632566,288,224
6,0.1969387755102041,179.57379126548767,244,268
6,0.1785714285714286,114.35615825653076,291,221
6,0.1602040816326531,115.44522233009339,279,233
6,0.1418367346938776,110.48414344787598,264,248
6,0.12346938775510208,85.36161127090455,289,223
6,0.10510204081632657,191.9871150970459,314,198
6,0.08673469387755106,83.21965870857238,305,207
6,0.06836734693877555,80.89997193813323,326,186
6,0.05,128.7782232761383,311,201
7,0.95,38.866783273220065,4,508
7,0.9316326530612244,5779.7020812988285,256,256
7,0.9132653061224489,4252.043792724609,256,256
7,0.8948979591836734,4472.765859985351,128,384
7,0.8765306122448979,27543.412670898437,178,334
7,0.8581632653061224,28266.04362792969,84,428
7,0.8397959183673469,16103.181372070312,128,384
7,0.8214285714285714,5225.834332275391,131,381
7,0.8030612244897959,6430.698835754394,181,331
7,0.7846938775510204,3597.1797119140624,93,419
7,0.7663265306122449,3186.4263656616213,131,381
7,0.7479591836734694,3370.035791015625,302,210
7,0.7295918367346939,3510.2866821289062,212,300
7,0.7112244897959183,2445.355043029785,192,320
7,0.6928571428571428,3012.5585285186767,287,225
7,0.6744897959183673,3872.5570709228514,193,319
7,0.6561224489795918,2692.5569396972655,165,347
7,0.6377551020408163,2164.86644821167,183,329
7,0.6193877551020408,1862.1640487670898,233,279
7,0.6010204081632653,4158.899964523315,255,257
7,0.5826530612244898,1621.712154006958,275,237
7,0.5642857142857143,1207.241808128357,286,226
7,0.5459183673469388,669.0829029083252,239,273
7,0.5275510204081633,800.9585163116456,262,250
7,0.5091836734693878,513.629727935791,268,244
7,0.49081632653061225,658.6322704315186,230,282
7,0.47244897959183674,617.2213275909423,267,245
7,0.45408163265306123,443.8273239135742,231,281
7,0.4357142857142857,561.8618705749511,272,240
7,0.4173469387755102,728.999324798584,281,231
7,0.3989795918367347,633.5762612342835,316,196
7,0.3806122448979592,301.2166805267334,288,224
7,0.3622448979591837,455.05032978057864,345,167
7,0.3438775510204082,255.54055585861207,348,164
7,0.32551020408163267,117.87796430587768,335,177
7,0.30714285714285716,246.12360229492188,349,163
7,0.28877551020408165,292.15302391052245,368,144
7,0.27040816326530615,124.98845567703248,363,149
7,0.25204081632653064,324.1979960441589,337,175
7,0.23367346938775513,186.87327089309693,339,173
7,0.21530612244897962,159.5318857192993,354,158
7,0.1969387755102041,151.32716674804686,350,162
7,0.1785714285714286,278.87174463272095,337,175
7,0.1602040816326531,172.3336326599121,328,184
7,0.1418367346938776,227.76363019943238,332,180
7,0.12346938775510208,121.87690725326539,356,156
7,0.10510204081632657,116.9759593963623,349,163
7,0.08673469387755106,120.42820839881897,359,153
7,0.06836734693877555,142.18545799255372,347,165
7,0.05,198.11623792648317,339,173
8,0.95,46.239891237020494,0,512
8,0.9316326530612244,3578.5457778930663,128,384
8,0.9132653061224489,10222.314685058594,256,256
8,0.8948979591836734,5757.399234008789,256,256
8,0.8765306122448979,6322.805360412598,256,256
8,0.8581632653061224,3555.0649124145507,256,256
8,0.8397959183673469,5691.130395507813,149,363
8,0.8214285714285714,3473.9176498413085,128,384
8,0.8030612244897959,2205.1338413238527,106,406
8,0.7846938775510204,3842.5429817199706,152,360
8,0.7663265306122449,1862.9285192489624,208,304
8,0.7479591836734694,1914.5611598968505,252,260
8,0.7295918367346939,1096.9680770874024,237,275
8,0.7112244897959183,700.8134490966797,279,233
8,0.6928571428571428,1328.815424346924,340,172
8,0.6744897959183673,1502.1540985107422,270,242
8,0.6561224489795918,434.7641902923584,344,168
8,0.6377551020408163,358.1942623138428,342,170
8,0.6193877551020408,584.0146873474121,348,164
8,0.6010204081632653,855.3559860229492,352,160
8,0.5826530612244898,500.6216854095459,352,160
8,0.5642857142857143,90.78096904754639,352,160
8,0.5459183673469388,158.82865200042724,352,160
8,0.5275510204081633,137.15787525177,352,160
8,0.5091836734693878,171.88134717941284,352,160
8,0.49081632653061225,87.79159317016601,356,156
8,0.47244897959183674,327.25415840148924,350,162
8,0.45408163265306123,86.5644875049591,352,160
8,0.4357142857142857,142.67886414527894,319,193
8,0.4173469387755102,100.71275062561035,314,198
8,0.3989795918367347,95.22262635231019,277,235
8,0.3806122448979592,137.85001215934753,292,220
8,0.3622448979591837,107.75491137504578,306,206
8,0.3438775510204082,121.22930417060851,334,178
8,0.32551020408163267,126.85319671630859,342,170
8,0.30714285714285716,123.07400846481323,325,187
8,0.28877551020408165,94.21844291687012,344,168
8,0.27040816326530615,68.51250078678132,334,178
8,0.25204081632653064,72.80270366668701,336,176
8,0.23367346938775513,139.85978269577026,350,162
8,0.21530612244897962,61.66681094169617,338,174
8,0.1969387755102041,81.61288681030274,334,178
8,0.1785714285714286,43.516051304340365,360,152
8,0.1602040816326531,78.0435163974762,351,161
8,0.1418367346938776,127.45626673698425,344,168
8,0.12346938775510208,60.60880267620087,328,184
8,0.10510204081632657,117.92687287330628,358,154
8,0.08673469387755106,94.55965948104858,358,154
8,0.06836734693877555,148.65100412368776,350,162
8,0.05,62.977006793022156,352,160
9,0.95,193.24857965707778,74,438
9,0.9316326530612244,4762.536102104187,256,256
9,0.9132653061224489,12704.208801269531,236,276
9,0.8948979591836734,8619.44990234375,190,322
9,0.8765306122448979,4567.636245727539,121,391
9,0.8581632653061224,6855.336093139648,165,347
9,0.8397959183673469,5591.586212158203,182,330
9,0.8214285714285714,5685.410211181641,298,214
9,0.8030612244897959,1837.3058143615722,202,310
9,0.7846938775510204,6029.312654876709,218,294
9,0.7663265306122449,3052.792478942871,163,349
9,0.7479591836734694,4054.799383544922,159,353
9,0.7295918367346939,3281.684918212891,129,383
9,0.7112244897959183,2143.191665649414,250,262
9,0.6928571428571428,1058.4594093322753,171,341
9,0.6744897959183673,4104.427651977539,181,331
9,0.6561224489795918,1607.2248710632325,238,274
9,0.6377551020408163,1836.492416381836,68,444
9,0.6193877551020408,1613.9277389526367,115,397
9,0.6010204081632653,1159.4829097747802,194,318
9,0.5826530612244898,1515.8746236801148,261,251
9,0.5642857142857143,1605.8500484466554,288,224
9,0.5459183673469388,1605.2206081390382,330,182
9,0.5275510204081633,835.0239391326904,328,184
9,0.5091836734693878,612.9671836853028,314,198
9,0.49081632653061225,745.979008102417,334,178
9,0.47244897959183674,650.9541889190674,311,201
9,0.45408163265306123,316.1707939147949,342,170
9,0.4357142857142857,312.92948122024535,308,204
9,0.4173469387755102,513.0644565582276,276,236
9,0.3989795918367347,643.7187200546265,318,194
9,0.3806122448979592,431.1851722717285,312,200
9,0.3622448979591837,893.2923984527588,309,203
9,0.3438775510204082,650.5187835216523,326,186
9,0.32551020408163267,203.92087094783784,312,200
9,0.30714285714285716,165.76284837722778,280,232
9,0.28877551020408165,216.95817012786864,352,160
9,0.27040816326530615,321.844197845459,352,160
9,0.25204081632653064,199.12206115722657,326,186
9,0.23367346938775513,251.86352224349974,332,180
9,0.21530612244897962,379.33120679855347,352,160
9,0.1969387755102041,381.8059368610382,349,163
9,0.1785714285714286,195.9072109222412,336,176
9,0.1602040816326531,203.120667552948,336,176
9,0.1418367346938776,88.00622396469116,328,184
9,0.12346938775510208,241.61364707946777,342,170
9,0.10510204081632657,246.94775552749633,336,176
9,0.08673469387755106,89.32275519371032,346,166
9,0.06836734693877555,120.87037534713745,346,166
9,0.05,80.70118970870972,339,173
