# nruns = 10
# regions = False
# lr = 0.01
# rmsize = 100000
# steps = 50
# playouts = 5000
# train_size = 5000
# epochs = 20
# batch_size = 32
n,epsilon,loss,eval_reach,eval_crash
2,0.27040816326530615,13252.6830609375,3030,1970
2,0.25204081632653064,15308.5431375,3343,1657
2,0.23367346938775513,16668.6253828125,3118,1882
2,0.21530612244897962,13852.789646875,2660,2340
2,0.1969387755102041,14731.282796875,2942,2058
2,0.1785714285714286,17836.599409375,2752,2248
2,0.1602040816326531,14830.9547859375,3057,1943
2,0.1418367346938776,15442.81576875,2780,2220
2,0.12346938775510208,16508.82703125,2694,2306
2,0.10510204081632657,17998.1415375,2958,2042
2,0.08673469387755106,18042.1824234375,3145,1855
2,0.06836734693877555,19459.75910546875,3299,1701
2,0.05,20148.123953125,3394,1606
3,0.95,35.028025506401065,28,4972
3,0.9316326530612244,260.0759731613159,1385,3615
3,0.9132653061224489,295.67691124267577,1736,3264
3,0.8948979591836734,580.4520935180664,358,4642
3,0.8765306122448979,724.1780302734375,237,4763
3,0.8581632653061224,895.7218333984375,1129,3871
3,0.8397959183673469,1479.321333203125,885,4115
3,0.8214285714285714,1863.670811767578,704,4296
3,0.8030612244897959,1510.116817578125,1466,3534
3,0.7846938775510204,1527.0144815185547,2420,2580
3,0.7663265306122449,1790.2039387695313,1726,3274
3,0.7479591836734694,2458.0899548828124,2357,2643
3,0.7295918367346939,2840.288041796875,845,4155
3,0.7112244897959183,3077.159148046875,1675,3325
3,0.6928571428571428,3102.5269708984374,651,4349
3,0.6744897959183673,3734.8953380859375,1298,3702
3,0.6561224489795918,3726.3791265625,776,4224
3,0.6377551020408163,4893.759695898438,1320,3680
3,0.6193877551020408,4385.355494335938,634,4366
3,0.6010204081632653,3633.628803515625,154,4846
3,0.5826530612244898,6801.431479101562,95,4905
3,0.5642857142857143,7324.128346875,245,4755
3,0.5459183673469388,7360.694926953125,405,4595
3,0.5275510204081633,7514.9654234375,506,4494
3,0.5091836734693878,6132.801178710937,815,4185
3,0.49081632653061225,5366.035148730469,875,4125
3,0.47244897959183674,6068.026642919922,76,4924
3,0.45408163265306123,3900.582281201172,65,4935
3,0.4357142857142857,2254.1967203125,6,4994
3,0.4173469387755102,1840.4033313964844,5,4995
3,0.3989795918367347,1206.9864624023437,18,4982
3,0.3806122448979592,1484.4823080078124,16,4984
3,0.3622448979591837,1118.1864467773437,0,5000
3,0.3438775510204082,1051.0629365234374,0,5000
3,0.32551020408163267,821.1804752685547,1,4999
3,0.30714285714285716,970.349033203125,1,4999
3,0.28877551020408165,769.4968233886718,0,5000
3,0.27040816326530615,1360.4972027832032,0,5000
3,0.25204081632653064,1115.1882052734375,0,5000
3,0.23367346938775513,1564.1923162597657,0,5000
3,0.21530612244897962,1420.6509846191407,1243,3757
3,0.1969387755102041,2007.2212490234374,1298,3702
3,0.1785714285714286,2504.25866796875,1226,3774
3,0.1602040816326531,2898.1898032470704,137,4863
3,0.1418367346938776,4791.440207617187,1786,3214
3,0.12346938775510208,3837.6595584960937,1882,3118
3,0.10510204081632657,4246.1881890625,1878,3122
3,0.08673469387755106,5211.597593359375,1475,3525
3,0.06836734693877555,7471.65913828125,1957,3043
3,0.05,2521.3128453125,2296,2704
4,0.95,49.64655940151214,123,4877
4,0.9316326530612244,297.70773584594724,578,4422
4,0.9132653061224489,460.4827423217773,1084,3916
4,0.8948979591836734,521.2424880859375,919,4081
4,0.8765306122448979,913.4491384765626,596,4404
4,0.8581632653061224,1515.7271099609375,1312,3688
4,0.8397959183673469,1783.1176465820313,1972,3028
4,0.8214285714285714,1628.4549877441407,2391,2609
4,0.8030612244897959,1688.9255392578125,2686,2314
4,0.7846938775510204,1553.5593864746095,3144,1856
4,0.7663265306122449,1449.6396373046875,3330,1670
4,0.7479591836734694,2375.116415234375,2946,2054
4,0.7295918367346939,2917.536386328125,3198,1802
4,0.7112244897959183,3256.529619140625,3178,1822
4,0.6928571428571428,5027.35141875,2750,2250
4,0.6744897959183673,4766.211444921875,3524,1476
4,0.6561224489795918,5117.42888828125,3242,1758
4,0.6377551020408163,3902.94004765625,3540,1460
4,0.6193877551020408,4701.18153125,3305,1695
4,0.6010204081632653,4399.54217265625,3417,1583
4,0.5826530612244898,4033.38039453125,3574,1426
4,0.5642857142857143,5481.750778125,3641,1359
4,0.5459183673469388,7153.29067578125,3425,1575
4,0.5275510204081633,6905.66748125,3593,1407
4,0.5091836734693878,6535.473026953125,3535,1465
4,0.49081632653061225,7935.4529046875,3323,1677
4,0.47244897959183674,8223.4794109375,3478,1522
4,0.45408163265306123,11343.697025,3411,1589
4,0.4357142857142857,11332.15432265625,3571,1429
4,0.4173469387755102,12216.696140625,3402,1598
4,0.3989795918367347,12122.21905,3673,1327
4,0.3806122448979592,13838.8974390625,3468,1532
4,0.3622448979591837,12940.2082765625,3397,1603
4,0.3438775510204082,14549.171265625,3663,1337
4,0.32551020408163267,14500.745146875,3479,1521
4,0.30714285714285716,12767.969584375,3434,1566
4,0.28877551020408165,12587.08140625,3819,1181
4,0.27040816326530615,14671.592221875,3925,1075
4,0.25204081632653064,15811.1711234375,3465,1535
4,0.23367346938775513,16416.2763953125,3518,1482
4,0.21530612244897962,15824.1391453125,3562,1438
4,0.1969387755102041,12999.0310171875,3704,1296
4,0.1785714285714286,13425.596376757812,3750,1250
4,0.1602040816326531,13621.3044546875,3784,1216
4,0.1418367346938776,14958.4693421875,3767,1233
4,0.12346938775510208,13385.561134375,3760,1240
4,0.10510204081632657,11813.0632890625,3627,1373
4,0.08673469387755106,12487.394575,3761,1239
4,0.06836734693877555,12719.578584375,3806,1194
4,0.05,10493.1330734375,3784,1216
5,0.95,14.397028285980225,0,5000
5,0.9316326530612244,226.98930041656493,1236,3764
5,0.9132653061224489,822.3777645507812,32,4968
5,0.8948979591836734,450.1209303466797,2081,2919
5,0.8765306122448979,687.7194720214844,1749,3251
5,0.8581632653061224,986.589879296875,2042,2958
5,0.8397959183673469,1944.5870466796875,2311,2689
5,0.8214285714285714,2058.5094544921876,2523,2477
5,0.8030612244897959,2491.543906640625,2453,2547
5,0.7846938775510204,3303.9270626953125,1757,3243
5,0.7663265306122449,3457.769493359375,1809,3191
5,0.7479591836734694,5201.101626953125,1234,3766
5,0.7295918367346939,3584.07993125,1953,3047
5,0.7112244897959183,3887.9327728515623,2506,2494
5,0.6928571428571428,4857.385451757813,1250,3750
5,0.6744897959183673,3760.885236328125,1603,3397
5,0.6561224489795918,4620.280797558594,1973,3027
5,0.6377551020408163,5050.1093208984375,1639,3361
5,0.6193877551020408,6001.9280609375,899,4101
5,0.6010204081632653,5371.18945078125,1379,3621
5,0.5826530612244898,7041.292448828125,1003,3997
5,0.5642857142857143,8972.64716953125,655,4345
5,0.5459183673469388,12285.543459375,506,4494
5,0.5275510204081633,9963.832345703126,982,4018
5,0.5091836734693878,9665.5661125,245,4755
5,0.49081632653061225,8560.33788125,1102,3898
5,0.47244897959183674,7667.32165390625,591,4409
5,0.45408163265306123,8885.329528125,871,4129
5,0.4357142857142857,8666.396796289062,1144,3856
5,0.4173469387755102,7915.48278515625,862,4138
5,0.3989795918367347,6631.478994921875,709,4291
5,0.3806122448979592,8080.887415625,656,4344
5,0.3622448979591837,12904.73908046875,555,4445
5,0.3438775510204082,10052.90187734375,712,4288
5,0.32551020408163267,14445.70631875,370,4630
5,0.30714285714285716,11894.2261484375,697,4303
5,0.28877551020408165,10316.6278328125,764,4236
5,0.27040816326530615,11861.344159375,1094,3906
5,0.25204081632653064,15681.9454265625,283,4717
5,0.23367346938775513,13265.6221625,417,4583
5,0.21530612244897962,16763.60737265625,269,4731
5,0.1969387755102041,15298.03573125,523,4477
5,0.1785714285714286,17062.905315625,485,4515
5,0.1602040816326531,22059.8452171875,588,4412
5,0.1418367346938776,22963.081074609374,506,4494
5,0.12346938775510208,37123.66283125,869,4131
5,0.10510204081632657,36294.320228125,361,4639
5,0.08673469387755106,35198.173640625,364,4636
5,0.06836734693877555,39595.255053125,344,4656
5,0.05,39664.880378125,421,4579
6,0.95,23.87128393545151,388,4612
6,0.9316326530612244,468.7836207458496,1112,3888
6,0.9132653061224489,348.26708525390626,1572,3428
6,0.8948979591836734,585.7411240722656,1271,3729
6,0.8765306122448979,651.8589471679687,1694,3306
6,0.8581632653061224,983.101161328125,1210,3790
6,0.8397959183673469,1462.5399689453125,901,4099
6,0.8214285714285714,1572.3430623046875,1588,3412
6,0.8030612244897959,2392.449219677734,1206,3794
6,0.7846938775510204,2457.45503671875,915,4085
6,0.7663265306122449,3449.115040234375,746,4254
6,0.7479591836734694,2303.76067421875,1576,3424
6,0.7295918367346939,2310.7413865234375,1982,3018
6,0.7112244897959183,2759.9108625,2472,2528
6,0.6928571428571428,2826.980795703125,2644,2356
6,0.6744897959183673,3477.189227001953,1843,3157
6,0.6561224489795918,2697.3047892578124,1210,3790
6,0.6377551020408163,3033.4453779296873,2107,2893
6,0.6193877551020408,2543.486875390625,2434,2566
6,0.6010204081632653,2839.4834875,1563,3437
6,0.5826530612244898,3692.133869921875,2048,2952
6,0.5642857142857143,3042.34461484375,2656,2344
6,0.5459183673469388,2876.9043109863283,1955,3045
6,0.5275510204081633,3024.634609765625,1597,3403
6,0.5091836734693878,3048.638493359375,1832,3168
6,0.49081632653061225,5524.500189746093,1881,3119
6,0.47244897959183674,7149.16291171875,1099,3901
6,0.45408163265306123,6542.7276900390625,1591,3409
6,0.4357142857142857,6930.24246484375,2097,2903
6,0.4173469387755102,7095.652805078125,2382,2618
6,0.3989795918367347,11434.920425,1951,3049
6,0.3806122448979592,12349.993591210938,2364,2636
6,0.3622448979591837,15013.632253125,1976,3024
6,0.3438775510204082,16627.50215625,2484,2516
6,0.32551020408163267,22213.4731578125,1639,3361
6,0.30714285714285716,30256.324509375,2004,2996
6,0.28877551020408165,20995.6523875,2639,2361
6,0.27040816326530615,28647.39921875,2833,2167
6,0.25204081632653064,24026.6876515625,2864,2136
6,0.23367346938775513,33233.344196875,2600,2400
6,0.21530612244897962,38110.18203125,2235,2765
6,0.1969387755102041,41273.7859859375,2346,2654
6,0.1785714285714286,41360.5757265625,2379,2621
6,0.1602040816326531,28515.43345625,2407,2593
6,0.1418367346938776,36577.87509375,2718,2282
6,0.12346938775510208,33998.27163125,2570,2430
6,0.10510204081632657,32779.971375,2915,2085
6,0.08673469387755106,35197.877175,2874,2126
6,0.06836734693877555,31111.803328125,2827,2173
6,0.05,36746.72438125,2501,2499
7,0.95,35.20331661710739,672,4328
7,0.9316326530612244,191.3646995452881,1033,3967
7,0.9132653061224489,337.7609967803955,160,4840
7,0.8948979591836734,431.8360462890625,1447,3553
7,0.8765306122448979,652.5569579101563,1381,3619
7,0.8581632653061224,702.7560981933593,2776,2224
7,0.8397959183673469,1103.3498302734374,2475,2525
7,0.8214285714285714,1422.1676265625,2714,2286
7,0.8030612244897959,1406.3015314453125,2978,2022
7,0.7846938775510204,1662.2905853515624,3030,1970
7,0.7663265306122449,1703.5935259765624,3258,1742
7,0.7479591836734694,1830.2025771484375,3454,1546
7,0.7295918367346939,2495.422945703125,2666,2334
7,0.7112244897959183,2617.238075390625,2612,2388
7,0.6928571428571428,3434.74766171875,3131,1869
7,0.6744897959183673,3577.1614734375,3442,1558
7,0.6561224489795918,3950.48325625,2726,2274
7,0.6377551020408163,4646.28532265625,3747,1253
7,0.6193877551020408,5555.732840234375,3296,1704
7,0.6010204081632653,6568.072743164063,3214,1786
7,0.5826530612244898,7161.27853671875,2959,2041
7,0.5642857142857143,7981.9931078125,3496,1504
7,0.5459183673469388,11271.4352140625,3300,1700
7,0.5275510204081633,12704.7662765625,3012,1988
7,0.5091836734693878,12333.093146875,3206,1794
7,0.49081632653061225,13619.873584375,2838,2162
7,0.47244897959183674,15151.5922453125,3444,1556
7,0.45408163265306123,20501.75181875,3251,1749
7,0.4357142857142857,22068.890746875,3328,1672
7,0.4173469387755102,34268.307146875,3282,1718
7,0.3989795918367347,27611.05836875,3337,1663
7,0.3806122448979592,24448.88224609375,3296,1704
7,0.3622448979591837,27922.93476875,3393,1607
7,0.3438775510204082,27023.996540625,3088,1912
7,0.32551020408163267,28001.86804375,3296,1704
7,0.30714285714285716,33821.918278125,3605,1395
7,0.28877551020408165,45100.895475,3237,1763
7,0.27040816326530615,66262.3919359375,3057,1943
7,0.25204081632653064,68933.21023125,2981,2019
7,0.23367346938775513,80947.71909375,2695,2305
7,0.21530612244897962,67082.2875,2655,2345
7,0.1969387755102041,78138.857025,2602,2398
7,0.1785714285714286,54726.6300171875,1891,3109
7,0.1602040816326531,47109.1849015625,2265,2735
7,0.1418367346938776,44359.81550625,1363,3637
7,0.12346938775510208,38944.99043125,1470,3530
7,0.10510204081632657,43927.9857234375,1237,3763
7,0.08673469387755106,42258.324740625,805,4195
7,0.06836734693877555,36281.8524265625,680,4320
7,0.05,33526.2262953125,850,4150
8,0.95,28.571185397911073,611,4389
8,0.9316326530612244,238.97336875305174,1405,3595
8,0.9132653061224489,665.0691798095703,1446,3554
8,0.8948979591836734,544.7997350830078,921,4079
8,0.8765306122448979,748.8780421875,2512,2488
8,0.8581632653061224,1005.7941181640625,3351,1649
8,0.8397959183673469,1393.766887890625,3242,1758
8,0.8214285714285714,1595.169356640625,3241,1759
8,0.8030612244897959,2061.601135546875,3364,1636
8,0.7846938775510204,2302.6528375,3699,1301
8,0.7663265306122449,2788.684606640625,3616,1384
8,0.7479591836734694,2946.6872518554687,3067,1933
8,0.7295918367346939,3598.126047265625,3630,1370
8,0.7112244897959183,3734.49193671875,3438,1562
8,0.6928571428571428,3435.60953671875,3333,1667
8,0.6744897959183673,2783.4268216796877,3109,1891
8,0.6561224489795918,2581.482171972656,3569,1431
8,0.6377551020408163,3885.05203359375,3140,1860
8,0.6193877551020408,2504.2364650390623,3615,1385
8,0.6010204081632653,3000.4228484375,3622,1378
8,0.5826530612244898,3072.864065625,3752,1248
8,0.5642857142857143,2791.9820638671877,3391,1609
8,0.5459183673469388,2683.98099921875,3263,1737
8,0.5275510204081633,2853.3072984375,3423,1577
8,0.5091836734693878,2653.299622265625,3525,1475
8,0.49081632653061225,2894.310341894531,3691,1309
8,0.47244897959183674,3093.57026875,3403,1597
8,0.45408163265306123,3273.8361373046873,3634,1366
8,0.4357142857142857,4037.817909375,3712,1288
8,0.4173469387755102,4530.89484140625,2952,2048
8,0.3989795918367347,4443.415943359375,3432,1568
8,0.3806122448979592,5808.8015765625,3641,1359
8,0.3622448979591837,5299.04329765625,3421,1579
8,0.3438775510204082,6252.25062265625,3195,1805
8,0.32551020408163267,6101.348594726563,3250,1750
8,0.30714285714285716,6361.897966796875,3155,1845
8,0.28877551020408165,6905.3552125,3107,1893
8,0.27040816326530615,5914.2540125,3060,1940
8,0.25204081632653064,6742.83128828125,3203,1797
8,0.23367346938775513,6872.6947875,3175,1825
8,0.21530612244897962,7462.45489375,3261,1739
8,0.1969387755102041,7367.664003710937,3149,1851
8,0.1785714285714286,6659.704546484375,3316,1684
8,0.1602040816326531,6344.59344375,3426,1574
8,0.1418367346938776,6132.687953125,3202,1798
8,0.12346938775510208,5833.900790234375,3402,1598
8,0.10510204081632657,4220.62413515625,3627,1373
8,0.08673469387755106,4466.4102,3312,1688
8,0.06836734693877555,4709.348256640625,3643,1357
8,0.05,3882.5870915039063,3441,1559
9,0.95,33.26032118222714,212,4788
9,0.9316326530612244,167.2023776496887,675,4325
9,0.9132653061224489,378.23393113098143,494,4506
9,0.8948979591836734,373.0082172363281,1562,3438
9,0.8765306122448979,585.4897905761719,1428,3572
9,0.8581632653061224,760.0168245117187,1848,3152
9,0.8397959183673469,1322.682127685547,892,4108
9,0.8214285714285714,1776.248741015625,1991,3009
9,0.8030612244897959,2476.95098046875,2113,2887
9,0.7846938775510204,2488.8636375,1676,3324
9,0.7663265306122449,3461.147144140625,2034,2966
9,0.7479591836734694,2675.78273125,2691,2309
9,0.7295918367346939,3543.089463671875,2909,2091
9,0.7112244897959183,3843.0295486328123,2392,2608
9,0.6928571428571428,3675.85909375,2058,2942
9,0.6744897959183673,4152.6290734375,2493,2507
9,0.6561224489795918,4852.50266484375,2174,2826
9,0.6377551020408163,4880.01578984375,2379,2621
9,0.6193877551020408,5074.48068671875,1873,3127
9,0.6010204081632653,6284.4739556640625,1207,3793
9,0.5826530612244898,5829.369091796875,486,4514
9,0.5642857142857143,7437.935596484375,171,4829
9,0.5459183673469388,7188.972316015625,1,4999
9,0.5275510204081633,8641.555374609376,162,4838
9,0.5091836734693878,7082.539885742188,172,4828
9,0.49081632653061225,4674.64066875,12,4988
9,0.47244897959183674,3128.9976041015625,45,4955
9,0.45408163265306123,3419.3892864746094,8,4992
9,0.4357142857142857,2531.748403149414,636,4364
9,0.4173469387755102,1728.7987391113281,1011,3989
9,0.3989795918367347,1969.9634071289063,863,4137
9,0.3806122448979592,1517.3048771972656,13,4987
9,0.3622448979591837,1399.727539868164,56,4944
9,0.3438775510204082,1417.1628834960939,23,4977
9,0.32551020408163267,889.780021875,810,4190
9,0.30714285714285716,1497.6729023925782,1246,3754
9,0.28877551020408165,1395.2738959960936,1099,3901
9,0.27040816326530615,1301.4951913696289,1823,3177
9,0.25204081632653064,1254.4708186523437,0,5000
9,0.23367346938775513,1218.689759423828,80,4920
9,0.21530612244897962,992.8247240722657,14,4986
9,0.1969387755102041,727.6849919921875,1652,3348
9,0.1785714285714286,525.3895592224121,2143,2857
9,0.1602040816326531,675.0648568847656,2902,2098
9,0.1418367346938776,785.9896887451172,3254,1746
9,0.12346938775510208,1040.2398818359375,3391,1609
9,0.10510204081632657,1459.672898828125,3483,1517
9,0.08673469387755106,2361.9999275390624,2917,2083
9,0.06836734693877555,2251.8986479492187,3341,1659
9,0.05,2114.36771171875,3065,1935
